experiment,feature_number,network,libraryID,manual check - Library,manual check - CANOPUS,conciseConsensusLibrary,conciseConsensusCanopus,conciseConsensusLevelLibrary,GnpsJobID,Mirror Plot verified?
dataset4,22403,4185,Spectral Match to 1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphoethanolamine from NIST14,correct,correct,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphoethanolamines,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphoethanolamines,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,22408,-1,Spectral Match to 1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphoethanolamine from NIST14,correct,correct,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphoethanolamines,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,22428,-1,Spectral Match to 1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphoethanolamine from NIST14,correct,correct,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphoethanolamines,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset2,6693,-1,"Spectral Match to 1,2-Dioctanoyl PC from NIST14",correct,NA,Glycerophosphocholines,NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset1,386,1015,Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14,correct,correct,Fatty acids and conjugates,Fatty Acyls,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,386,650,Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14,correct,NA,Fatty acids and conjugates,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset4,11864,-1,Spectral Match to 12(S)-Hydroxy-16-heptadecynoic acid from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,47887,-1,Spectral Match to 12(S)-Hydroxy-16-heptadecynoic acid from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,83,74,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",correct,correct,Lipids and lipid-like molecules,Fatty Acyls,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,83,-1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",correct,NA,Fatty amides,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset2,2348,320,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",correct,correct,Fatty amides,Fatty Acyls,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,2746,1140,"Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14",correct,NA,Lineolic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4507,198,"Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14",correct,correct,Lineolic acids and derivatives,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5101,198,"Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14",correct,correct,Lineolic acids and derivatives,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2746,1434,"Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14",correct,NA,Lineolic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4507,5889,"Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14",correct,NA,Lineolic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5101,5889,"Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14",correct,NA,Lineolic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset4,23544,2677,"Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14",correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,49456,-1,Spectral Match to 14(15)-EpETE from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,11626,-1,"Spectral Match to 1H-Purin-6-amine, N,N-dimethyl- from NIST14",correct,NA,Purines and purine derivatives,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,5311,-1,Spectral Match to 2-Hydroxychalcone from NIST14,correct,NA,Chalcones and dihydrochalcones,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,1792,718,"Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",incorrect,correct,Carbonyl compounds,Organooxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2988,3681,"Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",incorrect,correct,Carbonyl compounds,Organic oxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4369,718,"Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",incorrect,correct,Carbonyl compounds,Organooxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,13004,3681,"Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",incorrect,correct,Carbonyl compounds,Organic oxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18017,718,"Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",incorrect,correct,Carbonyl compounds,Organooxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1792,3374,"Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",incorrect,NA,Carbonyl compounds,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2988,1155,"Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",incorrect,NA,Carbonyl compounds,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4369,3374,"Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",incorrect,NA,Carbonyl compounds,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,13004,1155,"Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",incorrect,NA,Carbonyl compounds,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18017,3374,"Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",incorrect,NA,Carbonyl compounds,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,1226,-1,"Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",incorrect,NA,Carbonyl compounds,NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset2,2589,105,"Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",incorrect,correct,Carbonyl compounds,Lipids and lipid-like molecules,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset4,5738,-1,"Spectral Match to 20-Hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoic acid from NIST14",correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,10344,-1,"Spectral Match to 20-Hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoic acid from NIST14",correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,24032,-1,"Spectral Match to 20-Hydroxy-(5Z,8Z,11Z,14Z)-eicosatetraenoic acid from NIST14",correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,14419,4464,Spectral Match to 4-(Phenylamino)phenol from NIST14,correct,correct,Aniline and substituted anilines,Aniline and substituted anilines,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14419,10,Spectral Match to 4-(Phenylamino)phenol from NIST14,correct,NA,Aniline and substituted anilines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset4,36172,-1,"Spectral Match to 8S-Hydroxy-9E,11Z,14Z-eicosatrienoic acid from NIST14",correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Eicosanoids,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,2391,-1,Spectral Match to 9-OxoOTrE from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,4690,2073,Spectral Match to 9-OxoOTrE from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,8914,-1,Spectral Match to 9-OxoOTrE from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,9286,3709,Spectral Match to 9-OxoOTrE from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,9433,3709,Spectral Match to 9-OxoOTrE from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,9442,3709,Spectral Match to 9-OxoOTrE from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,10183,3513,Spectral Match to 9-OxoOTrE from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules;Fatty Acyls,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,16943,3513,Spectral Match to 9-OxoOTrE from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules;Fatty Acyls,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,30459,2073,Spectral Match to 9-OxoOTrE from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,4215,-1,"Spectral Match to 9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid from NIST14",correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,5301,22,Spectral Match to Arachidonoylthio-PC from NIST14,correct,correct,Organic nitrogen compounds;Organonitrogen compounds;Quaternary ammonium salts,Lipids and lipid-like molecules,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset2,3850,-1,Spectral Match to Asn-Phe from NIST14,correct,NA,"Amino acids, peptides, and analogues",NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset1,18707,-1,Spectral Match to Avobenzone from NIST14,correct,NA,Chalcones and dihydrochalcones,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset4,16929,-1,Spectral Match to Avobenzone from NIST14,correct,correct,"Phenylpropanoids and polyketides;Linear 1,3-diarylpropanoids;Chalcones and dihydrochalcones",Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,4637,-1,Spectral Match to Benzyl butyl phthalate from NIST14,correct,NA,Benzoic acids and derivatives,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset2,414,-1,Spectral Match to Benzyl butyl phthalate from NIST14,correct,NA,Benzoic acids and derivatives,NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset2,8211,-1,Spectral Match to Biliverdin from NIST14,correct,NA,Bilirubins,NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset4,924,1232,"Spectral Match to Cholesta-4,6-dien-3-one from NIST14",correct,correct,Lipids and lipid-like molecules;Steroids and steroid derivatives;Cholestane steroids,Lipids and lipid-like molecules;Steroids and steroid derivatives;Cholestane steroids,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,19980,1232,"Spectral Match to Cholesta-4,6-dien-3-one from NIST14",correct,correct,Lipids and lipid-like molecules;Steroids and steroid derivatives;Cholestane steroids,Lipids and lipid-like molecules;Steroids and steroid derivatives;Cholestane steroids,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,20130,1232,"Spectral Match to Cholesta-4,6-dien-3-one from NIST14",correct,correct,Lipids and lipid-like molecules;Steroids and steroid derivatives;Cholestane steroids,Lipids and lipid-like molecules;Steroids and steroid derivatives;Cholestane steroids,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset2,5998,693,Spectral Match to Cholesterol from NIST14,correct,correct,Cholestane steroids,Cholestane steroids,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,8830,693,Spectral Match to Cholesterol from NIST14,correct,correct,Cholestane steroids,Cholestane steroids,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,3813,2367,Spectral Match to cis-7-Hexadecenoic acid methyl ester from NIST14,correct,correct,Fatty acid esters,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3813,3661,Spectral Match to cis-7-Hexadecenoic acid methyl ester from NIST14,correct,NA,Fatty acid esters,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset4,12156,466,Spectral Match to cis-7-Hexadecenoic acid methyl ester from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls,Lipids and lipid-like molecules,class,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,12356,466,Spectral Match to cis-7-Hexadecenoic acid methyl ester from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls,Lipids and lipid-like molecules,class,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,13036,466,Spectral Match to cis-7-Hexadecenoic acid methyl ester from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls,Lipids and lipid-like molecules,class,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,11803,2096,"Spectral Match to cis-7,10,13,16,19-Docosapentaenoic acid from NIST14",correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,10317,463,"Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14",correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,10351,-1,"Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14",correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,10625,-1,"Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14",correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,10969,750,"Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14",correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,11085,463,"Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14",correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,12068,-1,"Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14",correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,39839,-1,"Spectral Match to Conjugated linoleic acid (9E,11E) from NIST14",correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,6415,4493,Spectral Match to Coproporphyrin III from NIST14,correct,correct,Porphyrins,Porphyrins,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,13014,4493,Spectral Match to Coproporphyrin III from NIST14,correct,correct,Porphyrins,Porphyrins,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6415,2467,Spectral Match to Coproporphyrin III from NIST14,correct,NA,Porphyrins,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,13014,2467,Spectral Match to Coproporphyrin III from NIST14,correct,NA,Porphyrins,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset4,13117,907,Spectral Match to D-(+)-Trehalose from NIST14,correct,correct,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,382,245,Spectral Match to Decaethylene glycol from NIST14,correct,correct,Ethers,Organooxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3773,245,Spectral Match to Decaethylene glycol from NIST14,correct,correct,Ethers,Organooxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18369,2205,Spectral Match to Decaethylene glycol from NIST14,correct,correct,Ethers,Ethers,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19712,245,Spectral Match to Decaethylene glycol from NIST14,correct,correct,Ethers,Organooxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,382,160,Spectral Match to Decaethylene glycol from NIST14,correct,NA,Ethers,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3773,160,Spectral Match to Decaethylene glycol from NIST14,correct,NA,Ethers,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18369,3966,Spectral Match to Decaethylene glycol from NIST14,correct,NA,Ethers,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19712,160,Spectral Match to Decaethylene glycol from NIST14,correct,NA,Ethers,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,731,370,Spectral Match to Decaethylene glycol from NIST14,correct,correct,Ethers,Ethers,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,3104,370,Spectral Match to Decaethylene glycol from NIST14,correct,correct,Ethers,Ethers,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,20683,2303,"Spectral Match to Decynediol, tetramethyl, di(2-hydroxyethyl) ether from NIST14",,,Carbonyl compounds,Fatty amides,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,20683,1929,"Spectral Match to Decynediol, tetramethyl, di(2-hydroxyethyl) ether from NIST14",,,Carbonyl compounds,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,443,605,"Spectral Match to Decynediol, tetramethyl, di(2-hydroxyethyl) ether from NIST14",,,Carbonyl compounds,Organic oxygen compounds,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,6200,605,"Spectral Match to Decynediol, tetramethyl, di(2-hydroxyethyl) ether from NIST14",,,Carbonyl compounds,Organic oxygen compounds,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset4,8902,1424,"Spectral Match to Decynediol, tetramethyl, di(2-hydroxyethyl) ether from NIST14",,,Organic oxygen compounds;Organooxygen compounds;Carbonyl compounds,Lipids and lipid-like molecules,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,7308,-1,Spectral Match to Dexpanthenol from NIST14,correct,NA,Alcohols and polyols,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset2,2729,918,Spectral Match to Dexpanthenol from NIST14,correct,correct,Alcohols and polyols,Organic oxygen compounds,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,5020,918,Spectral Match to Dexpanthenol from NIST14,correct,correct,Alcohols and polyols,Organic oxygen compounds,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,796,793,Spectral Match to Dibutyl phthalate from NIST14,correct,correct,Benzoic acids and derivatives,Benzenoids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1623,793,Spectral Match to Dibutyl phthalate from NIST14,correct,correct,Benzoic acids and derivatives,Benzenoids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,796,592,Spectral Match to Dibutyl phthalate from NIST14,correct,NA,Benzoic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1623,592,Spectral Match to Dibutyl phthalate from NIST14,correct,NA,Benzoic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,326,23,Spectral Match to Dibutyl phthalate from NIST14,correct,NA,Benzoic acids and derivatives,NA,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,1651,23,Spectral Match to Dibutyl phthalate from NIST14,correct,NA,Benzoic acids and derivatives,NA,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset4,161,658,Spectral Match to Dibutyl phthalate from NIST14,correct,correct,Benzenoids;Benzene and substituted derivatives;Benzoic acids and derivatives,Benzenoids;Benzene and substituted derivatives;Benzoic acids and derivatives,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,1043,793,Spectral Match to Diethyl phthalate from NIST14,correct,correct,Benzoic acids and derivatives,Benzenoids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6324,793,Spectral Match to Diethyl phthalate from NIST14,correct,correct,Benzoic acids and derivatives,Benzenoids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1043,592,Spectral Match to Diethyl phthalate from NIST14,correct,NA,Benzoic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6324,592,Spectral Match to Diethyl phthalate from NIST14,correct,NA,Benzoic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,144,23,Spectral Match to Diethyl phthalate from NIST14,correct,NA,Benzoic acids and derivatives,NA,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,145,23,Spectral Match to Diethyl phthalate from NIST14,correct,NA,Benzoic acids and derivatives,NA,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,20489,933,Spectral Match to DL-Phenylalanine from NIST14,correct,correct,"Amino acids, peptides, and analogues","Amino acids, peptides, and analogues",subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,20489,2502,Spectral Match to DL-Phenylalanine from NIST14,correct,NA,"Amino acids, peptides, and analogues",NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset4,3871,223,Spectral Match to DL-Phenylalanine from NIST14,correct,correct,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues","Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,27577,223,Spectral Match to DL-Phenylalanine from NIST14,correct,correct,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues","Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,42128,223,Spectral Match to DL-Phenylalanine from NIST14,correct,correct,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues","Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,8883,223,Spectral Match to Glu Phe from METLIN,correct,correct,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues","Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,16374,223,Spectral Match to Glu Phe from METLIN,correct,correct,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues","Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset2,3884,867,Spectral Match to Ile-Arg from NIST14,correct,correct,"Amino acids, peptides, and analogues","Amino acids, peptides, and analogues",subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset4,15820,-1,Spectral Match to Ile-Glu from NIST14,correct,correct,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,3757,-1,Spectral Match to Ile-Leu from NIST14,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset2,1473,241,Spectral Match to Ile-Leu from NIST14,correct,correct,"Amino acids, peptides, and analogues",Organic acids and derivatives,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset2,2727,315,Spectral Match to L-Tryptophan from NIST14,correct,NA,Indoles and derivatives,NA,class,89c9d8b0a49d467390b70dd337bc7015,
dataset2,5950,315,Spectral Match to L-Tryptophan from NIST14,correct,NA,Indoles and derivatives,NA,class,89c9d8b0a49d467390b70dd337bc7015,
dataset4,14694,2854,Spectral Match to L-Tryptophan from NIST14,correct,correct,Organoheterocyclic compounds;Indoles and derivatives;Indolyl carboxylic acids and derivatives,Organic acids and derivatives,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,7347,-1,Spectral Match to Leu-Val from NIST14,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,1345,99,Spectral Match to Lyso-PC(16:0) from NIST14,correct,correct,Glycerophosphocholines,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1345,71,Spectral Match to Lyso-PC(16:0) from NIST14,correct,NA,Glycerophosphocholines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset4,7690,517,Spectral Match to Monoelaidin from NIST14,correct,correct,Lipids and lipid-like molecules;Glycerolipids;Monoradylglycerols,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,9133,466,Spectral Match to Monoelaidin from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls,Lipids and lipid-like molecules,class,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,9987,-1,Spectral Match to Monoelaidin from NIST14,correct,correct,Lipids and lipid-like molecules;Glycerolipids;Monoradylglycerols,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,12891,-1,Spectral Match to Monoelaidin from NIST14,correct,correct,Lipids and lipid-like molecules;Glycerolipids;Monoradylglycerols,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,14301,466,Spectral Match to Monoelaidin from NIST14,correct,correct,Lipids and lipid-like molecules;Fatty Acyls,Lipids and lipid-like molecules,class,a94feb20e4214375bf89dfbe2b28fbd4,
