	rank	#adducts	#predictedFPs	Confidence_Score	CSI:FingerID_Score	Zodiac_Score	TreeIsotope_Score	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	id	Original_Path	scan	sirius_id	experimentName
5281	5282	1	7	0.03444005957878630	-238.29486178844800	0.19597989949748700	19.480255237376200	C32H62N2O6	[M + Na]+	MERXYOXHOFECHB	"InChI=1S/C32H62N2O6/c1-5-7-9-11-13-15-17-19-21-23-30(35)38-27-29(28-39-32(37)33-25-26-34(3)4)40-31(36)24-22-20-18-16-14-12-10-8-6-2/h29H,5-28H2,1-4H3,(H,33,37)"	[3-[2-(dimethylamino)ethylcarbamoyloxy]-2-dodecanoyloxypropyl] dodecanoate	CCCCCCCCCCCC(=O)OCC(COC(=O)NCCN(C)C)OC(=O)CCCCCCCCCCC		19361165	PubChem:(19361165)	2	5281	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3323	2969_spectrumfile-00000_3323	3323
5282	5283	1	1	0.034434745481740700	-174.8918821971270	1.0	263.5909688132940	C13H14O5	[M + H]+	CBGDIJWINPWWJW	"InChI=1S/C13H14O5/c1-5-7(3)18-4-8-9(5)6(2)11(14)10(12(8)15)13(16)17/h4-5,7,14H,1-3H3,(H,16,17)"	Citriain	CC1C(OC=C2C1=C(C(=C(C2=O)C(=O)O)O)C)C		54680783;54682830;54689773;67876188;71314881;76974333;92332010;93028221;133687874	HMDB:(null);Natural Products:(null);PubChem:(54680783 54682830 54689773 67876188 71314881 76974333 92332010 93028221 133687874);CHEBI:(48712 48709 48707);HSDB:(518-75-2);MeSH:(54680783 54682830);KEGG:(C16765);Training Set:(null);PubMed:(null)	50158	5282	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	229	213_spectrumfile-00000_229	229
5283	5284	1	1	0.03442637441573330	-153.89608245538200	1.0	136.06088823618400	C16H24O4	[M + H]+	POJOBGLFYXAOCG	"InChI=1S/C16H24O4/c1-10-12(3-5-14(10)17)7-8-20-16(19)9-13-4-6-15(18)11(13)2/h10-13H,3-9H2,1-2H3"		CC1C(CCC1=O)CCOC(=O)CC2CCC(=O)C2C		68019088	PubChem:(68019088)	2	5283	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5569	4765_spectrumfile-00000_5569	5569
5284	5285	1	1	0.034416787283807600	-128.69627160443	1.0	136.6884652031700	C14H18O2	[M + H]+	GWZVGLXIAYUOSK	"InChI=1S/C14H18O2/c1-9(2)6-10-7-13(16)11(8-12(10)15)14(3,4)5/h7-8H,1,6H2,2-5H3"		CC(=C)CC1=CC(=O)C(=CC1=O)C(C)(C)C		91733311	PubChem:(91733311)	2	5284	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5024	4319_spectrumfile-00000_5024	5024
5285	5286	2	2	0.034408245442395400	-98.57751499709430	1.0	28.68563865550090	C22H44O2	[M + H3N + H]+	UKMSUNONTOPOIO	"InChI=1S/C22H44O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h2-21H2,1H3,(H,23,24)"	behenate	CCCCCCCCCCCCCCCCCCCCCC(=O)O		8215;5460660;11551870;16217356;44256493;45934052;45934053;76974673;129847433;129892343;131868721;131869398	HMDB:(944);ZINC bio:(ZINC06920378);HSDB:(112-85-6);MeSH:(8215);Plantcyc:(DOCOSANOATE);PubMed:(null);KNApSAcK:(1211);Natural Products:(UNPD104468);PubChem:(8215 5460660 11551870 16217356 44256493 45934052 45934053 76974673 129847433 129892343 131868721 131869398);YMDB Mine:(null);CHEBI:(28941 23858);KEGG:(C08281);Biocyc:(DOCOSANOATE)	34359913470	5285	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2002	1773_spectrumfile-00000_2002	2002
5286	5287	1	11	0.03435450014286640	-199.09482028833300	0.029648241206030200	25.649111812602400	C21H20O6	[M + Na]+	JSAXQKXHNKIDEY	"InChI=1S/C21H20O6/c22-18(16-7-3-1-4-8-16)11-13-26-20(24)15-21(25)27-14-12-19(23)17-9-5-2-6-10-17/h1-10H,11-15H2"		C1=CC=C(C=C1)C(=O)CCOC(=O)CC(=O)OCCC(=O)C2=CC=CC=C2		117862302	PubChem:(117862302)	2	5286	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7782	6597_spectrumfile-00000_7782	7782
5287	5288	1	1	0.03432990554333250	-181.7650435868430	1.0	121.1406832729580	C15H22N2O3	[M + H]+	WMDZARSFSMZOQO	"InChI=1S/C15H22N2O3/c1-3-10(2)13(16)14(18)17-12(15(19)20)9-11-7-5-4-6-8-11/h4-8,10,12-13H,3,9,16H2,1-2H3,(H,17,18)(H,19,20)"	isoleucylphenylalanine	CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N		435728;7009595;7009596;61157146;61172429;61173061;61173761;92148279;92271644;92271645;93606401;93609399;103868989;104901996;129367332	HMDB:(28914);PubChem:(435728 7009595 7009596 61157146 61172429 61173061 61173761 92148279 92271644 92271645 93606401 93609399 103868989 104901996 129367332);CHEBI:(74075);ZINC bio:(ZINC02384816 ZINC05618679);Training Set:(null);PubMed:(null)	24682	5287	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3847	3342_spectrumfile-00000_3847	3847
5288	5289	1	1	0.03432487195270470	-144.3133943494210	1.0	223.54866482027800	C16H24O2	[M + H]+	NJCHFTJUQOFKNE	"InChI=1S/C16H24O2/c1-7-15(3,4)12-9-11(17)10-13(14(12)18)16(5,6)8-2/h9-10H,7-8H2,1-6H3"	"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylpropyl)-"	CCC(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)CC		15936153	PubChem:(15936153)	2	5288	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2425	2144_spectrumfile-00000_2425	2425
5289	5290	1	1	0.03432455726572720	-134.82727754440900	1.0	196.5346405018890	C13H20O3	[M + H]+	XVTLGIRGWRSRQQ	"InChI=1S/C13H20O3/c1-9(5-6-11(15)16)13(4)8-10(14)7-12(13,2)3/h1,5-8H2,2-4H3,(H,15,16)"	"4-(1,2,2-trimethyl-4-oxocyclopentyl)pent-4-enoic acid"	CC1(CC(=O)CC1(C)C(=C)CCC(=O)O)C		16720153	PubChem:(16720153)	2	5289	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	1362	1145_spectrumfile-00000_1362	1362
5290	5291	1	1	0.03430735595797060	-187.5494126433630	1.0	46.340893416220200	C14H18N2O2	[M + H]+	NUICTXRCUZQEGK	"InChI=1S/C14H18N2O2/c1-11(17)15-9-10-16-13(18)14(7-8-14)12-5-3-2-4-6-12/h2-6H,7-10H2,1H3,(H,15,17)(H,16,18)"	N-(2-acetamidoethyl)-1-phenylcyclopropane-1-carboxamide	CC(=O)NCCNC(=O)C1(CC1)C2=CC=CC=C2		2472203	PubChem:(2472203)	2	5290	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9526	7784_spectrumfile-00000_9526	9526
5291	5292	1	1	0.034306887761881300	-270.51733803755100	1.0	95.61648377500570	C15H21NO5	[M + H]+	FDQNGTDZEBWDAJ	"InChI=1S/C15H21NO5/c1-9(14(18)19)13(12(10(2)17)15(20)21)16-8-11-6-4-3-5-7-11/h3-7,9-10,12-13,16-17H,8H2,1-2H3,(H,18,19)(H,20,21)"		CC(C(C(C(C)O)C(=O)O)NCC1=CC=CC=C1)C(=O)O		67901838	PubChem:(67901838)	2	5291	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	1728	1505_spectrumfile-00000_1728	1728
5292	5293	1	1	0.03429799381509250	-154.1886225319330	1.0	122.17524245452500	C15H24O4	[M + H]+	DDFRLYOKUQISOE	"InChI=1S/C15H24O4/c1-4-5-7-12(11-8-6-9-13(11)17)14(10(2)16)15(18)19-3/h11-12,14H,4-9H2,1-3H3"		CCCCC(C1CCCC1=O)C(C(=O)C)C(=O)OC		53754148	PubChem:(53754148)	2	5292	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3823	3319_spectrumfile-00000_3823	3823
5293	5294	4	4	0.034287378977685500	-203.23276010412000	1.0	132.6661114083070	C14H16O6	[M + H3N + H]+	UOEHBFNAPUXZKQ	"InChI=1S/C14H16O6/c1-7(15)19-13-9-5-3-4-6-10(9)14(20-8(2)16)12(18)11(13)17/h3-6,11-14,17-18H,1-2H3"	"[(1S,2S,3S,4S)-4-acetyloxy-2,3-dihydroxy-1,2,3,4-tetrahydronaphthalen-1-yl] acetate"	CC(=O)OC1C(C(C(C2=CC=CC=C12)OC(=O)C)O)O		21768000	PubChem:(21768000)	2	5293	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9484	7756_spectrumfile-00000_9484	9484
5294	5295	1	1	0.034286454496983100	-316.36448727241800	1.0	230.941778357502	C18H29NO7	[M + H]+	ZNMANJWZCRQVHU	"InChI=1S/C18H29NO7/c1-19-15(20)11-5-7-12(16(21)22)3-2-4-13(17(23)24)9-10-14(8-6-11)18(25)26/h11-14H,2-10H2,1H3,(H,19,20)(H,21,22)(H,23,24)(H,25,26)"		CNC(=O)C1CCC(CCCC(CCC(CC1)C(=O)O)C(=O)O)C(=O)O		117718737	PubChem:(117718737)	2	5294	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4200	3685_spectrumfile-00000_4200	4200
5295	5296	1	1	0.034285746588220800	-160.30404018167800	0.9954773869346730	94.442538146333	C15H22O5	[M + Na]+	PZVGVKOLTVKLNQ	"InChI=1S/C15H22O5/c1-8-4-11(17)15(19)13(3)7-20-12(18)6-14(8,15)5-10(16)9(13)2/h8-9,11,17,19H,4-7H2,1-3H3"	"1,5a-Propano-5aH-cyclopent(d)oxepin-4,10(5H)-dione, hexahydro-8,8a-dihydroxy-1,6,11-trimethyl-, (1S-(1alpha,5aalpha,6beta,8beta,8aalpha,11R*))-"	CC1CC(C2(C13CC(=O)C(C2(COC(=O)C3)C)C)O)O		3081646;44566788;101995463;101995464	MeSH:(3081646 101995463);Natural Products:(UNPD83820 UNPD149121);PubChem:(3081646 44566788 101995463 101995464);PubMed:(null)	32966	5295	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3949	3439_spectrumfile-00000_3949	3949
5296	5297	1	1	0.034284532243928300	-159.07675094959800	1.0	201.47865893733600	C15H16O4	[M + H]+	OPHSBONLZSCIDX	"InChI=1S/C15H16O4/c1-6-4-11(17)13-8(3)15(18)19-14(13)12-7(2)10(16)5-9(6)12/h5,7,11-14,17H,1,3-4H2,2H3"		CC1C2C3C(C(CC(=C)C2=CC1=O)O)C(=C)C(=O)O3			KEGG Mine:(null)	8589934592	5296	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	1563	1343_spectrumfile-00000_1563	1563
5297	5298	1	1	0.03427976078920030	-305.3564190990080	1.0	72.53094145109120	C25H47N5O7	[M + H]+	DCKNIYKPPYFGRZ	"InChI=1S/C25H47N5O7/c1-21(2)7-5-3-4-6-8-26-22(31)17-27-9-11-28(18-23(32)33)13-15-30(20-25(36)37)16-14-29(12-10-27)19-24(34)35/h21H,3-20H2,1-2H3,(H,26,31)(H,32,33)(H,34,35)(H,36,37)"	"2-[4,7-bis(carboxymethyl)-10-[2-(7-methyloctylamino)-2-oxoethyl]-1,4,7,10-tetrazacyclododec-1-yl]acetic acid"	CC(C)CCCCCCNC(=O)CN1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)O		60135377	PubChem:(60135377)	2	5297	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2261	2027_spectrumfile-00000_2261	2261
5298	5299	1	1	0.034278800000771100	-189.174357751154	1.0	236.23355105913900	C15H31NO4S	[M + H]+	GZVFHUZYSUOCHV	"InChI=1S/C15H31NO4S/c1-2-3-14-21(19,20)16-13-11-9-7-5-4-6-8-10-12-15(17)18/h16H,2-14H2,1H3,(H,17,18)"		CCCCS(=O)(=O)NCCCCCCCCCCC(=O)O		94761362	PubChem:(94761362)	2	5298	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8906	7315_spectrumfile-00000_8906	8906
5299	5300	1	1	0.034256084199672300	-129.04028810369800	1.0	29.26085635245650	C11H15NO	[M + H]+	RUIXOSYJRGWVFN	"InChI=1S/C11H15NO/c1-2-10-3-5-11(6-4-10)7-8-12-9-13/h3-6,9H,2,7-8H2,1H3,(H,12,13)"		CCC1=CC=C(C=C1)CCNC=O		117825201	PubChem:(117825201)	2	5299	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5263	4519_spectrumfile-00000_5263	5263
5300	5301	3	3	0.034234750722457200	-159.9566505805710	0.9979899497487440	61.05695762758580	C27H44O8	[M - H4O2 + H]+	VZAYBJKRPIYQJN	"InChI=1S/C27H44O8/c1-23(2,33)8-7-22(32)25(4,34)21-6-10-27(35)16-11-18(29)17-12-19(30)20(31)13-26(17,14-28)15(16)5-9-24(21,27)3/h11,15,17,19-22,28,30-35H,5-10,12-14H2,1-4H3"		CC12CCC3C(=CC(=O)C4C3(CC(C(C4)O)O)CO)C1(CCC2C(C)(C(CCC(C)(C)O)O)O)O		71438673;102239711	Natural Products:(UNPD58113);PubChem:(71438673 102239711);KEGG Mine:(null)	8589967362	5300	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	735	687_spectrumfile-00000_735	735
5301	5302	1	1	0.03418910565392880	-289.90570995543700	0.9899497487437190	25.054640464674600	C17H27NO7	[M + H]+	WURUYNHKHVWCLX	"InChI=1S/C17H27NO7/c1-12(19)22-8-5-18(6-9-23-13(2)20)7-10-24-17(21)15-11-14-3-4-16(15)25-14/h14-16H,3-11H2,1-2H3"	2-[bis(2-acetyloxyethyl)amino]ethyl 7-oxabicyclo[2.2.1]heptane-3-carboxylate	CC(=O)OCCN(CCOC(=O)C)CCOC(=O)C1CC2CCC1O2		58935201	PubChem:(58935201)	2	5301	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6580	5637_spectrumfile-00000_6580	6580
5302	5303	4	4	0.034188901321007700	-103.25503367823600	1.0	44.68148226245300	C12H20O3	[M + H3N + H]+	SGCXQAQKKBWWHX	"InChI=1S/C12H20O3/c1-3-11(13)9-7-5-4-6-8-10-12(14)15-2/h3H,1,4-10H2,2H3"	"10-Undecenoic acid, 9-oxo-, methyl ester"	COC(=O)CCCCCCCC(=O)C=C		11127586	PubChem:(11127586)	2	5302	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2595	2299_spectrumfile-00000_2595	2595
5303	5304	3	3	0.034180071729109400	-88.72938508348550	1.0	135.4496467665760	C14H20O	[M + H]+	PKFDSZZBQFFTEM	"InChI=1S/C14H20O/c1-10(15)12-7-6-11-5-4-8-14(2,3)13(11)9-12/h9H,4-8H2,1-3H3"	"Ethanone, 1-(3,4,5,6,7,8-hexahydro-8,8-dimethyl-2-naphthalenyl)-"	CC(=O)C1=CC2=C(CCCC2(C)C)CC1		11735860	PubChem:(11735860)	2	5303	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6052	5174_spectrumfile-00000_6052	6052
5304	5305	1	1	0.03413166576048730	-170.77325823696500	1.0	55.23822225073390	C13H18N2O4	[M + H]+	IQHUITKNHOKGFC	"InChI=1S/C13H18N2O4/c1-8(16)11(14)12(17)15-10(13(18)19)7-9-5-3-2-4-6-9/h2-6,8,10-11,16H,7,14H2,1H3,(H,15,17)(H,18,19)"	threonylphenylalanine	CC(C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N)O		4099798;4099799;6426952;7010579;7010580;67191348;92211174;92211175;124486009;124433154	HMDB:(29068);PubChem:(4099798 4099799 6426952 7010579 7010580 67191348 92211174 92211175 124486009 124433154);CHEBI:(74862);ZINC bio:(ZINC02391070 ZINC03913402);Training Set:(null);PubMed:(null)	24810	5304	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5566	4762_spectrumfile-00000_5566	5566
5305	5306	1	1	0.03412879711903890	-148.50469906144400	0.9914572864321610	59.79514391034180	C3H4N2O3S	[M + K]+	GKIYNOOAYUOZGQ	"InChI=1S/C3H4N2O3S/c1-9(7,8)5-3(6)2-4/h1H3,(H,5,6)"		CS(=O)(=O)NC(=O)C#N		89391536	PubChem:(89391536)	2	5305	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	64	59_spectrumfile-00000_64	64
5306	5307	3	3	0.034117262137205300	-139.8583021047310	1.0	136.18782245786500	C16H28O6	[M - H2O + H]+	XXSQTEWJCRUXNG	"InChI=1S/C16H28O6/c1-12(16(21)22)13(8-4-2-6-10-14(17)18)9-5-3-7-11-15(19)20/h12-13H,2-11H2,1H3,(H,17,18)(H,19,20)(H,21,22)"		CC(C(CCCCCC(=O)O)CCCCCC(=O)O)C(=O)O		57021642	PubChem:(57021642)	2	5306	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	373	349_spectrumfile-00000_373	373
5307	5308	1	1	0.03410754895421510	-182.14362344471800	1.0	254.32160808211700	C23H34O5	[M + H]+	XBKXMAGXISUQHP	"InChI=1S/C23H34O5/c1-16(25)28-15-17(13-21(26)27-5)7-9-19-18(14-24)8-10-20-22(2,3)11-6-12-23(19,20)4/h8,10,13-14,18-20H,6-7,9,11-12,15H2,1-5H3"		CC(=O)OC/C(=C/C(=O)OC)/CC[C@@H]1[C@H](C=C[C@H]2[C@]1(CCCC2(C)C)C)C=O			KNApSAcK:(22497);Natural Products:(UNPD85548)	32784	5307	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8457	7064_spectrumfile-00000_8457	8457
5308	5309	1	3	0.03410340534750190	-176.65138648063500	0.9030150753768840	142.65645473946400	C22H40N2O2	[M + K]+	CILZLMIUIYKBRQ	"InChI=1S/C22H40N2O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-22(26)24-19-18-23-20-21-25/h3-4,6-7,9-10,23,25H,2,5,8,11-21H2,1H3,(H,24,26)"	"(9E,12E,15E)-N-[2-(2-hydroxyethylamino)ethyl]octadeca-9,12,15-trienamide"	CCC=CCC=CCC=CCCCCCCCC(=O)NCCNCCO		3023772;6366471	PubChem:(3023772 6366471)	2	5308	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9633	7887_spectrumfile-00000_9633	9633
5309	5310	1	2	0.03410078993601970	-276.6740151581080	0.9693467336683420	42.853568899866800	C15H20N6O4	[M + H]+	AXJJTJCRPNICOC	"InChI=1S/C15H20N6O4/c1-24-9-7-20(8-10-25-2)15-13(21(22)23)14(17-11-18-15)19-12-3-5-16-6-4-12/h3-6,11H,7-10H2,1-2H3,(H,16,17,18,19)"		COCCN(CCOC)C1=NC=NC(=C1[N+](=O)[O-])NC2=CC=NC=C2		23481951	PubChem:(23481951)	2	5309	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5106	4401_spectrumfile-00000_5106	5106
5310	5311	1	1	0.034090168751849100	-148.74216466837700	1.0	91.99029085789510	C15H16O4	[M + H]+	OPHSBONLZSCIDX	"InChI=1S/C15H16O4/c1-6-4-11(17)13-8(3)15(18)19-14(13)12-7(2)10(16)5-9(6)12/h5,7,11-14,17H,1,3-4H2,2H3"		CC1C2C3C(C(CC(=C)C2=CC1=O)O)C(=C)C(=O)O3			KEGG Mine:(null)	8589934592	5310	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	262	243_spectrumfile-00000_262	262
5311	5312	4	4	0.03408103674119810	-214.23362326708500	1.0	104.83403179880000	C15H22N2O5	[M - H2O + H]+	OFRIKZLMPLRKOB	"InChI=1S/C15H22N2O5/c1-8(4-3-5-9(2)14(19)20)11-7-17-13(15(21)22)10(11)6-12(16)18/h3-5,9-11,13,17H,6-7H2,1-2H3,(H2,16,18)(H,19,20)(H,21,22)"		CC(C=CC=C(C)C1CNC(C1CC(=O)N)C(=O)O)C(=O)O			KEGG Mine:(null)	8589934592	5311	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	1717	1494_spectrumfile-00000_1717	1717
5312	5313	4	7	0.034069589197268300	-179.79739338134700	0.9331658291457290	90.58329189418670	C21H30O5	[M + H3N + H]+	ZCPRNEVHUGEDDK	"InChI=1S/C21H30O5/c1-7-13(2)18(22)26-17-9-11-20(4)10-8-15(14(3)19(23)25-6)12-16(20)21(17,5)24/h7,12,15,17,24H,3,8-11H2,1-2,4-6H3"		C/C=C(/C)\C(=O)O[C@H]1CC[C@@]2(CC[C@H](C=C2[C@@]1(C)O)C(=C)C(=O)OC)C			KNApSAcK:(22667);Natural Products:(UNPD152925)	32784	5312	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5366	4620_spectrumfile-00000_5366	5366
5313	5314	3	9	0.03406606300105970	-181.46268778713500	0.5934673366834170	91.36291112916960	C21H36O8	[M + H]+	XLVGQHHNWDGMPZ	"InChI=1S/C21H36O8/c1-10(2)12-5-6-20(4,26)21(27)8-14(11(3)7-13(12)21)28-19-18(25)17(24)16(23)15(9-22)29-19/h7,10,12-19,22-27H,5-6,8-9H2,1-4H3"		CC1=C[C@H]2[C@@H](CC[C@]([C@]2(C[C@@H]1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)(C)O)C(C)C			Natural Products:(UNPD219761)	32768	5313	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7328	6246_spectrumfile-00000_7328	7328
5314	5315	4	4	0.03406522175693320	-228.09109178192500	1.0	85.95041445015560	C18H20N2O6	[M + H]+	ZZVDQTCQGYISLQ	"InChI=1S/C18H20N2O6/c1-5-26-18(22)15-11(3)19-10(2)14(17(21)25-4)16(15)12-8-6-7-9-13(12)20(23)24/h6-9,16,19H,5H2,1-4H3"		CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2[N+](=O)[O-])C(=O)OC)C)C		10406208	PubChem:(10406208);PubMed:(null)	66	5314	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4159	3644_spectrumfile-00000_4159	4159
5315	5316	1	2	0.03404286131836640	-274.979197226496	0.015577889447236200	53.27955342186610	C12H18N6O3	[M + H]+	FFWPMGLXRYZUQP	"InChI=1S/C12H18N6O3/c1-18-6-14-5-7(18)4-9(12(21)17-13)16-11(20)8-2-3-10(19)15-8/h5-6,8-9H,2-4,13H2,1H3,(H,15,19)(H,16,20)(H,17,21)"		CN1C=NC=C1CC(C(=O)NN)NC(=O)C2CCC(=O)N2		121015419	PubChem:(121015419)	2	5315	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5574	4770_spectrumfile-00000_5574	5574
5316	5317	1	1	0.034036682697602200	-257.4390431431350	1.0	130.582755906577	C19H22N2O6	[M + H]+	SMHNEHYRTXXSCN	"InChI=1S/C19H22N2O6/c1-24-12-5-7-16(26-3)14(9-12)20-18(22)11-19(23)21-15-10-13(25-2)6-8-17(15)27-4/h5-10H,11H2,1-4H3,(H,20,22)(H,21,23)"	"N,N''-bis(2,5-dimethoxyphenyl)propanediamide"	COC1=CC(=C(C=C1)OC)NC(=O)CC(=O)NC2=C(C=CC(=C2)OC)OC		2786259	PubChem:(2786259)	2	5316	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8879	7292_spectrumfile-00000_8879	8879
5317	5318	4	4	0.03402485274952550	-113.29695854589000	1.0	176.3281626991810	C14H18O2	[M + H3N + H]+	ZZAVYGYEMGBTLW	"InChI=1S/C14H18O2/c1-9-3-5-11(13(15)7-9)12-6-4-10(2)8-14(12)16/h7-8,11-12H,3-6H2,1-2H3"	"4,4''-Dimethylbicyclohexyl-3,3''-diene-2,2''-dione"	CC1=CC(=O)C(CC1)C2CCC(=CC2=O)C		573535;102033079	PubChem:(573535 102033079)	2	5317	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	1418	1200_spectrumfile-00000_1418	1418
5318	5319	1	1	0.034017989803843600	-157.70728223292300	1.0	119.82740833421500	C10H16N2O2	[M + H]+	GBCJZSKIPCGUJH	"InChI=1S/C10H16N2O2/c1-6(7-2-4-11-9(7)13)8-3-5-12-10(8)14/h6-8H,2-5H2,1H3,(H,11,13)(H,12,14)"		CC(C1CCNC1=O)C2CCNC2=O		129629639	PubChem:(129629639)	2	5318	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2720	2414_spectrumfile-00000_2720	2720
5319	5320	2	2	0.03401561887785150	-204.17315810072800	0.9989949748743720	62.011554821837200	C15H30O8	[M + H3N + H]+	VSBDVTYPKAYARU	"InChI=1S/C15H30O8/c1-15(16)23-14-13-22-12-11-21-10-9-20-8-7-19-6-5-18-4-3-17-2/h3-14H2,1-2H3"		CC(=O)OCCOCCOCCOCCOCCOCCOC		14937005	PubChem:(14937005)	2	5319	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	1991	1762_spectrumfile-00000_1991	1991
5320	5321	1	1	0.03400741684265980	-97.50187968930190	0.9949748743718590	9.091667490334510	C4H4Cl2O6	[M + Na]+	VTCADLIXKSSDSV	"InChI=1S/C4H4Cl2O6/c5-2(6)1-10-4(9)12-11-3(7)8/h2H,1H2,(H,7,8)"		C(C(Cl)Cl)OC(=O)OOC(=O)O		88516033	PubChem:(88516033)	2	5320	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	197	187_spectrumfile-00000_197	197
5321	5322	1	1	0.034007042361214900	-252.80215874352100	1.0	110.1176356974190	C16H20N2O5	[M + H]+	XPNWCVNTDKWZTO	"InChI=1S/C16H20N2O5/c1-2-6-12(17-10-19)14(20)15(21)18-13(16(22)23)9-11-7-4-3-5-8-11/h3-5,7-8,10,12-13H,2,6,9H2,1H3,(H,17,19)(H,18,21)(H,22,23)"		CCCC(C(=O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC=O		88276633;89138071	PubChem:(88276633 89138071)	2	5321	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4005	3493_spectrumfile-00000_4005	4005
5322	5323	1	5	0.033979926857754100	-137.54915673329500	0.13316582914572900	172.26292458433900	C16H28O6	[M + K]+	XJFVAIVIILGRJM	"InChI=1S/C16H28O6/c17-14(18)11-7-3-1-5-9-13(16(21)22)10-6-2-4-8-12-15(19)20/h13H,1-12H2,(H,17,18)(H,19,20)(H,21,22)"	"1,7,13-Tridecanetricarboxylic acid"	C(CCCC(=O)O)CCC(CCCCCCC(=O)O)C(=O)O		18938437	PubChem:(18938437)	2	5322	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	499	469_spectrumfile-00000_499	499
5323	5324	1	1	0.033976236328876500	-204.79794011667200	1.0	136.83039438956900	C13H19NO2	[M + H]+	REMLNJOEFCTQPI	"InChI=1S/C13H19NO2/c1-16-12(15)10-11-2-4-13(5-3-11)6-8-14-9-7-13/h2,4,10,14H,3,5-9H2,1H3"		COC(=O)C=C1CCC2(CCNCC2)C=C1		123499758	PubChem:(123499758)	2	5323	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3706	3211_spectrumfile-00000_3706	3706
5324	5325	4	4	0.033901999585821400	-184.72791166362000	1.0	89.21094244477160	C11H13N3O2	[M + H3N + H]+	LFQVGOAQJGBEEI	"InChI=1S/C11H13N3O2/c1-2-8-5-10-13-9(3-4-11(15)16)6-14(10)7-12-8/h5-7H,2-4H2,1H3,(H,15,16)"		CCC1=CC2=NC(=CN2C=N1)CCC(=O)O		117523545	PubChem:(117523545)	2	5324	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2768	2460_spectrumfile-00000_2768	2768
