experiment,feature_number,network,libraryID,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource,GnpsJobID
dataset1,8325,152,11-Dehydrocorticosterone,Lipids and lipid-like molecules,1.1,superclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8337,-1,Eicosapentaenoic acid methyl ester,Fatty acid esters,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8340,-1,Oxandrolone,Steroid lactones,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8355,-1,"11,14,17-Eicosatrienoic acid, (Z,Z,Z)-",Fatty acids and conjugates,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8397,74,Costunolide,Lipids and lipid-like molecules,0.8260869565217391,superclass,23,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8399,1670,(Z)-6-Octadecenoic acid,Fatty acids and conjugates,0.75,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8403,249,trans-Traumatic acid,Lipids and lipid-like molecules,0.5384615384615384,superclass,13,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8418,393,Steviol,Lipids and lipid-like molecules,0.7857142857142857,superclass,56,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8435,933,Leu-Phe,"Amino acids, peptides, and analogues",1.1,subclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8439,74,"5.alpha.-Pregnane-3.alpha.,11.beta.,21-triol-20-one",Lipids and lipid-like molecules,0.8260869565217391,superclass,23,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8475,393,Steviol,Lipids and lipid-like molecules,0.7857142857142857,superclass,56,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8489,-1,17-Phenyltrinorprostaglandin E2,Eicosanoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8520,1128,2.alpha.-Methyl-5.alpha.-androstan-3.alpha.-ol-17-one,Androstane steroids,1.1,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8525,-1,3-Amino-3-(2-chlorophenyl)propionic acid,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8528,-1,Mesterolone,Androstane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8538,-1,Azelaic acid,Fatty acids and conjugates,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8600,1048,11.beta.-Misoprostol,Eicosanoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8612,-1,(E)-5-(4-methoxy-5-methyl-6-oxopyran-2-yl)-3-methylhex-4-enoic acid,Fatty acids and conjugates,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8615,-1,2-Hydroxy-5-methoxybenzoic acid,Benzoic acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8669,107,Methyl jasmonate,Lipids and lipid-like molecules,0.5555555555555556,superclass,9,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8680,5262,(-)-.alpha.-Kainic acid,"Amino acids, peptides, and analogues",1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8685,-1,Massbank:PR310512 Sempervirine,Pyridoindoles,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8717,-1,"5-Hexenoic acid, 6-[(2R,3S)-3-[[[(4-chloro-2-methylphenyl)sulfonyl]amino]methyl]bicyclo[2.2.2]oct-2-yl]-, (5Z)-",Benzenesulfonamides,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8744,6847,Proscillaridin A,Steroid lactones,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8791,5439,8-Iso-16-cyclohexyltetranorprostaglandin E2,Eicosanoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8822,-1,Formoterol,Phenethylamines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8830,5490,"9-Oxo-10(E),12(E)-octadecadienoic acid",Lineolic acids and derivatives,1.1,subclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8861,5490,Stearidonic acid methyl ester,Lineolic acids and derivatives,1.1,subclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8919,1955,MassbankEU:SM881501 Diphenylphosphate|Diphenyl hydrogen phosphate,Phosphate esters,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8923,5490,Stearidonic acid methyl ester,Lineolic acids and derivatives,1.1,subclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,8929,21,Massbank:RP025502 Hexanoyl-L-Carnitine|L-Hexanoylcarnitine|(3R)-3-hexanoyloxy-4-(trimethylazaniumyl)butanoate,Fatty acid esters,1,subclass,21,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9012,-1,Massbank:LU083602 UK-156819|5-(2-Methyl-3-(pyridin-3-yl)-1H-indol-1-yl)pentanoic acid|5-(2-methyl-3-pyridin-3-ylindol-1-yl)pentanoic acid,Indolyl carboxylic acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9022,741,"""""""2,4-dihydroxybenzophenone""""""",Benzophenones,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9043,-1,"5-Heptenoic acid, 7-[(1R,2R,3S,5S)-2-[(1E,3R)-3-(2,3-dihydro-1H-inden-2-yl)-3-hydroxy-1-propen-1-yl]-3-fluoro-5-hydroxycyclopentyl]-, (5Z)-",Fatty acids and conjugates,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9073,-1,"1-Pyrrolidineethanol, .alpha.-phenyl-.beta.-propyl-",Amines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9140,74,.alpha.-Ionone,Lipids and lipid-like molecules,0.8260869565217391,superclass,23,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9187,-1,9-Oxo-11-(3-pentyl-2-oxiranyl)-10E-undecenoic acid,Fatty acids and conjugates,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9228,772,"4-Pregnen-6.beta.,11.beta.,17,21-tetrol-3,20-dione",Hydroxysteroids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9254,-1,3-Methoxymethcathinone,Carbonyl compounds,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9270,-1,Fluoxymesterone,Androstane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9290,521,4-Methylacridin-9-ol,Benzoquinolines,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9336,88,tauroursodeoxycholic acid,"Bile acids, alcohols and derivatives",1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9357,-1,"NCGC00168939-02!8-hydroxy-3-(4-oxopentyl)-3,4-dihydroisochromen-1-one [IIN-based on: CCMSLIB00000847794]",2-benzopyrans,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9368,88,Spectral Match to Tauroursodeoxycholic acid from NIST14,"Bile acids, alcohols and derivatives",1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9454,5695,"Massbank:LU106302 6-Phenyl-1,3,5-triazine-2,4-diamine",Aminotriazines,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9463,249,Empenthrin,Lipids and lipid-like molecules,0.5384615384615384,superclass,13,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9469,710,"Massbank:AC000104 5-hydroxyculmorin|(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol",Lipids and lipid-like molecules,1,superclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9494,21,3-Hydroxyhexadecanoylcarnitine,Fatty acid esters,1,subclass,21,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9499,-1,Dehydrocholic acid,"Bile acids, alcohols and derivatives",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9507,-1,Prallethrin,Fatty acid esters,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9514,2736,Normeperidine,Phenylpiperidines,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9586,-1,Ciclopirox .beta.-D-glucuronide,Carbohydrates and carbohydrate conjugates,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9603,4168,"7.alpha.,17.alpha.-Dimethyl-5.beta.-androstane-3.alpha.,17.beta.-diol",Androstane steroids,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9626,4168,"7.alpha.,17.alpha.-Dimethyl-5.beta.-androstane-3.alpha.,17.beta.-diol",Androstane steroids,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9650,3999,Kirenol,Diterpenoids,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9651,-1,Cocaine,Benzoic acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9667,-1,(1S)-(+)-Camphorquinone,Monoterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9749,393,Steviol,Lipids and lipid-like molecules,0.7857142857142857,superclass,56,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9753,393,Arachidonoylglycine,Lipids and lipid-like molecules,0.7857142857142857,superclass,56,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9776,793,"1,2-Benzenedicarboxylic acid",Benzoic acids and derivatives,1,subclass,6,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9849,-1,(R)-(+)-Citronellic acid,Monoterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9876,-1,rac-trans-3-Hydroxy-1-methyl-2-pyrrolidinone-5-(3-pyridinyl)carboxylic acid,Pyrrolidinylpyridines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,9943,-1,1.alpha.-Methyl-5.alpha.-androstan-3.alpha.-ol-17-one,Androstane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10017,-1,"3.beta.,5.beta.-Tetrahydrocortisone",Hydroxysteroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10043,563,Nodakenin,Phenylpropanoids and polyketides,0.6666666666666666,superclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10066,-1,Orcinol .beta.-D-glucoside,Carbohydrates and carbohydrate conjugates,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10098,-1,"NCGC00380210-01_C18H30O8_Cyclopentaneacetic acid, 3-(hexopyranosyloxy)-2-[(2Z)-2-penten-1-yl]-",Fatty acyl glycosides,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10121,-1,Prostaglandin G2,Eicosanoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10155,17,N-Oleoyltaurine,Fatty amides,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10165,-1,Spectral Match to .alpha.-L-Asp-L-Phe from NIST14,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10225,1959,"Retinamide, N-(4-hydroxyphenyl)-",Retinoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10234,563,Nodakenin,Phenylpropanoids and polyketides,0.6666666666666666,superclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10323,709,"L-Glutamic acid, dimethyl ester","Amino acids, peptides, and analogues",1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10325,393,Estriol,Lipids and lipid-like molecules,0.7857142857142857,superclass,56,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10363,-1,"10,11-Dihydro-10-hydroxycarbamazepine",Dibenzazepines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10417,398,Trifloxystrobin,Organoheterocyclic compounds,0.7142857142857143,superclass,7,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10444,-1,Asn-Asn-Arg,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10470,3009,9-Oxo-11-(3-pentyl-2-oxiranyl)-10E-undecenoic acid,Fatty Acyls,1,class,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10520,-1,Massbank:RP020201 C6-homoserine lactone|N-Hexanoyl-DL-homoserine lactone|N-(2-oxooxolan-3-yl)hexanamide,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10538,1009,"NCGC00386076-01_C19H33N3O5_2,8-Diisobutyl-5-methyl-1-oxa-4,7,10-triazacyclotetradecane-3,6,9,14-tetrone","Amino acids, peptides, and analogues",1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10587,-1,Tetradecanedioic acid,Fatty acids and conjugates,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10597,480,7-Hydroxycoumarinyl .gamma.-linolenate,Lineolic acids and derivatives,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10601,393,all-trans-4-Hydroxyretinoic acid,Lipids and lipid-like molecules,0.7857142857142857,superclass,56,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10713,-1,Massbank:EA006703 Metolachlor morpholinone|4-(2-ethyl-6-methylphenyl)-5-methylmorpholin-3-one,Morpholines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10833,-1,"4-Pregnen-6.beta.,11.beta.,17,21-tetrol-3,20-dione",Hydroxysteroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10904,563,[Glu1] TRH,Phenylpropanoids and polyketides,0.6666666666666666,superclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,10961,-1,Kirenol,Diterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11062,74,trans-Traumatic acid,Lipids and lipid-like molecules,0.8260869565217391,superclass,23,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11088,-1,"NCGC00384643-01_C20H32O2_(2E)-3-Methyl-5-[(1S,8aS)-5,5,8a-trimethyl-2-methylenedecahydro-1-naphthalenyl]-2-pentenoic acid",Diterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11095,-1,Defluoroparoxetine,Phenylpiperidines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11118,3675,"5-Heptenoic acid, 7-[(1R,4S,5S,6R)-6-[(1E,3S)-3-hydroxy-1-octenyl]-2-oxabicyclo[2.2.1]hept-5-yl]-, (5E)-",Eicosanoids,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11151,512,2-Methyl-N-(4-Methylphenyl)alanine,"Amino acids, peptides, and analogues",0.85,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11155,21,3-Hydroxyhexadecanoylcarnitine,Fatty acid esters,1,subclass,21,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11160,-1,"15(R),19(R)-Hydroxyprostaglandin F2.alpha.",Eicosanoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11162,21,L-Propionylcarnitine,Fatty acid esters,1,subclass,21,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11164,1841,Adipoyl-L-carnitine,Fatty acid esters,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11170,849,Isosteviol,Diterpenoids,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11181,2916,COLFORSIN,Triterpenoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11210,5670,11.beta.-Misoprostol,Eicosanoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11235,-1,21-Hydroxypregnenolone,Hydroxysteroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11236,-1,"2,4,6-Tri-tert-butylaniline",Phenylpropanes,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11247,21,3-Hydroxyhexadecanoylcarnitine,Fatty acid esters,1,subclass,21,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11252,-1,1-Methyl-3-nicotinoylpyrrolidine,Carbonyl compounds,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11275,5490,Stearidonic acid methyl ester,Lineolic acids and derivatives,1.1,subclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11374,-1,"1,3,5(10),7-Estratetraen-3,17.beta.-diol 3-sulfate",Sulfated steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11390,1501,5-Amino-1-naphthol,Naphthols and derivatives,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11432,569,Heneicosapentaenoic acid methyl ester,Lipids and lipid-like molecules,1,superclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11494,-1,Met-Phe,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11531,-1,PERHEXILINE,Dicarboxylic acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11532,-1,Chlormadinone acetate,Pregnane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11538,-1,S-Hydroprene,Sesquiterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11543,-1,Arg-Ala,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11544,21,3-Hydroxyhexadecanoylcarnitine,Fatty acid esters,1,subclass,21,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11582,-1,"2-(14,15-Epoxyeicosatrienoyl)glycerol",Monoradylglycerols,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11612,-1,_130133,Monoterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11614,-1,3-AMINO-4-HYDROXYBENZOATE,Benzoic acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11626,-1,"Spectral Match to 1H-Purin-6-amine, N,N-dimethyl- from NIST14",Purines and purine derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11633,141,"ReSpect:PT110540 3,5-Dibromo-L-tyrosine hydrate|Tyr(3,5-diBr)|Dibromotirina|Bromotiren|Biotiren|beta-(3,5-dibromo-4-hydroxyphenyl)alanine|(2S)-2-amino-3-(3,5-dibromo-4-hydroxyphenyl)propanoic acid","Amino acids, peptides, and analogues",1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11647,4958,Prostaglandin E2 ethanolamide,Eicosanoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11654,4139,"{2,11,16-trihydroxy-5,5-dimethyl-14-methylidene-15-oxotetracyclo[11.2.1.0¹,¹???.0???,???]hexadecan-9-yl}methyl acetate",Diterpenoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11680,1651,N-Heptanoyl-DL-homoserine lactone,"Amino acids, peptides, and analogues",1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11716,141,"""""""3,5-DIIODO-L-TYROSINE""""""","Amino acids, peptides, and analogues",1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11731,-1,Prostaglandin A2 methyl ester,Eicosanoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11733,1670,S-Hydroprene,Fatty acids and conjugates,0.75,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11755,-1,Gly-Phe-Arg,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11792,508,9-Deoxy-9-methyleneprostaglandin E2,Fatty acids and conjugates,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11797,1431,(S)-Dibutyl 3-hydroxybutyl phosphate,Phosphate esters,1,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11827,249,.alpha.-Ionone,Lipids and lipid-like molecules,0.5384615384615384,superclass,13,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11878,-1,Steviol,Diterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11879,1466,"Octanoic acid, 4-[(1-oxo-7-phenylheptyl)amino]-, (4R)-","Amino acids, peptides, and analogues",1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11911,-1,"4-Imidazolidineheptanoic acid, 3-[(2-cyclohexyl-2-hydroxyethyl)amino]-2,5-dioxo-1-(phenylmethyl)-",Imidazolidines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11922,-1,Isoalantolactone,Terpene lactones,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11929,-1,Dodecanedioic acid,Fatty acids and conjugates,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11931,1670,cis-7-Hexadecenoic acid,Fatty acids and conjugates,0.75,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11979,-1,9-Oxo-11-(3-pentyl-2-oxiranyl)-10E-undecenoic acid,Fatty acids and conjugates,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,11986,-1,Galiellalactone,Gamma butyrolactones,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12007,-1,.alpha.-Pyrrolidinohexanophenone,Carbonyl compounds,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12033,5283,Chlormadinone acetate,Steroids and steroid derivatives,0.7666666666666666,class,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12117,-1,Indigo Carmine,Indolines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12126,-1,"(E)-2-(hydroxymethyl)-3-(3-oxo-5-propan-2-yl-4,5,6,7-tetrahydro-1H-2-benzofuran-4-yl)prop-2-enoic acid",Terpene lactones,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12154,-1,"NCGC00169052-03_C23H26O5_6H-Furo[2,3-h]-2-benzopyran-6,8(6aH)-dione, 9-acetyl-3-[(1E,3E,5S)-3,5-dimethyl-1,3-heptadien-1-yl]-9,9a-dihydro-6a-methyl-, (6aR,9R,9aR)-",Carbonyl compounds,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12267,-1,7.alpha.-Thiospironolactone,Steroid lactones,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12277,427,"3.beta.,5.beta.-Tetrahydrocortisone",Lipids and lipid-like molecules,1,superclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12314,21,(R)-Butyrylcarnitine,Fatty acid esters,1,subclass,21,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12361,-1,"11.beta.,21-Dihydroxy-5.beta.-pregnane-3,20-dione",Hydroxysteroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12452,-1,NCGC00180573-03!2-[5-[2-[2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyloxy]butyl]oxolan-2-yl]propanoic acid,Dicarboxylic acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12616,393,"3-Cyclopentene-1-octanoic acid, 2-(3-hydroxy-1-penten-1-yl)-5-oxo-",Lipids and lipid-like molecules,0.7857142857142857,superclass,56,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12634,393,16.beta.-Hydroxyfurazabol,Lipids and lipid-like molecules,0.7857142857142857,superclass,56,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12639,-1,N-Octanoylsphingosine,Ceramides,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12659,-1,2-Despiperidyl-2-(5-carboxypentylamine)repaglinide,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12672,-1,Lys-Glu,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12681,5254,Massbank:EA017203 Metoprolol|1-(isopropylamino)-3-[4-(2-methoxyethyl)phenoxy]propan-2-ol,Tyrosols and derivatives,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12757,3999,Kirenol,Diterpenoids,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12781,-1,(+)-Aphidicolin,Diterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12838,5149,MianserinHCl,Dibenzazepines,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12844,1099,MianserinHCl,Organoheterocyclic compounds,1,superclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12855,4464,"1,4-Benzenediamine, N-phenyl-",Aniline and substituted anilines,1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12874,-1,Penicillic acid,Medium-chain keto acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12945,2549,"3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-",Gamma butyrolactones,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12967,-1,Dinor-12-oxophytodienoic acid,Eicosanoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12970,4651,Dibutyl sebacate,Lipids and lipid-like molecules,0.7,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12982,393,.beta.-Estradiol,Lipids and lipid-like molecules,0.7857142857142857,superclass,56,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12983,598,1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,Glycerophosphoethanolamines,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,12987,5580,Phe-Val,"Amino acids, peptides, and analogues",1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13004,3681,"Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",Carbonyl compounds,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13014,4493,Spectral Match to Coproporphyrin III from NIST14,Porphyrins,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13116,74,.alpha.-Ionone,Lipids and lipid-like molecules,0.8260869565217391,superclass,23,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13118,-1,Ganoderic acid F,Triterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13171,917,Lupinine,Lupinine-type alkaloids,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13174,21,3-Hydroxyhexadecanoylcarnitine,Fatty acid esters,1,subclass,21,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13199,2081,N-Mesitylbicyclo[2.2.1]heptane-2-carboxamide,Monoterpenoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13217,917,Lupinine,Lupinine-type alkaloids,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,13224,420,"all-trans-13,14-Dihydroretinol",Retinoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
